cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa
7.07,5,2,1,0,1,0,10.0,6.7,59.6,0,1,0,42.4,2,0,0,3,0.0
9.45,2,1,1,0,0,0,77.0,4.1,68.7,1,1,0,38.6,1,1,2,3,45.92
5.38,5,2,1,1,0,0,22.4,4.0,40.1,1,6,2,76.4,2,0,0,3,0.0
8.22,1,1,0,0,1,1,18.9,7.4,96.1,0,4,0,61.1,2,1,0,1,78.54
6.05,3,3,1,1,0,0,60.4,6.9,65.7,2,1,0,62.3,2,1,0,1,81.77
9.75,3,2,1,0,0,1,21.5,6.7,98.6,2,2,0,72.5,2,1,1,1,56.93
6.41,5,3,0,1,0,0,55.9,7.3,47.4,1,4,1,66.6,1,0,0,3,0.0
5.34,1,3,1,1,0,0,77.5,5.4,60.1,0,4,1,60.0,2,1,0,1,82.36
5.51,4,1,1,1,0,0,9.4,7.6,91.3,2,4,3,84.4,2,1,1,0,71.32
7.6,3,2,1,1,0,1,34.3,6.6,73.5,2,2,0,78.3,3,1,0,2,77.92
7.92,0,3,0,1,0,0,70.1,8.2,41.1,1,2,0,56.7,1,1,2,3,50.18
9.99,3,2,0,0,0,0,78.2,4.3,84.9,0,5,0,41.1,0,1,2,0,45.95
6.57,4,2,1,0,1,0,51.9,7.2,86.2,1,4,0,70.7,2,1,0,0,85.34
9.2,5,3,1,1,0,1,25.8,6.6,52.6,0,3,0,67.3,3,1,0,2,69.75
6.71,2,1,0,1,0,0,86.0,5.6,40.8,0,6,2,54.7,1,1,2,0,44.66
5.36,5,2,1,1,1,1,38.0,6.5,61.1,1,1,0,75.0,4,1,1,1,66.38
5.95,3,1,0,0,1,0,79.6,6.3,44.8,1,5,0,59.5,1,1,2,1,42.76
6.72,4,3,0,0,0,1,17.5,9.5,88.0,0,2,0,47.0,1,1,2,0,36.5
7.14,4,3,1,1,0,0,61.8,5.0,44.5,1,6,2,79.0,2,0,0,3,0.0
7.78,0,1,1,1,0,0,66.0,7.7,71.9,1,6,1,84.0,2,1,0,2,84.17
7.03,4,3,0,0,0,0,45.5,9.4,69.4,1,2,0,47.4,0,0,0,3,0.0
9.76,4,2,1,0,1,0,81.6,4.3,59.9,0,4,0,55.6,2,1,0,2,72.53
8.41,2,3,0,0,0,0,31.1,8.2,55.6,1,5,0,58.2,0,0,0,3,0.0
7.27,0,2,1,0,0,1,3.0,5.8,88.7,3,2,0,82.2,2,1,1,3,51.01
9.81,3,1,1,1,1,0,42.5,5.8,63.7,2,3,3,83.8,3,1,1,0,68.18
7.58,4,3,0,0,0,1,23.1,6.7,64.3,0,2,0,37.2,1,0,0,3,0.0
5.54,5,1,0,1,1,1,47.5,4.3,97.5,0,4,0,61.1,3,1,0,1,82.13
9.5,5,3,0,1,1,1,35.1,7.8,81.3,1,3,0,74.3,3,1,0,0,74.25
8.06,5,2,1,1,0,1,96.8,5.3,52.9,0,3,0,57.0,3,1,0,1,78.74
8.42,1,3,0,0,0,1,46.9,10.0,84.0,1,1,0,57.5,1,1,2,2,51.44
6.94,3,3,1,1,0,1,91.0,5.1,58.8,1,5,3,79.2,3,1,0,2,93.51
9.51,2,1,0,0,0,0,49.5,5.5,83.4,0,4,0,39.0,0,1,2,2,39.85
5.66,2,1,0,1,0,0,29.5,9.4,50.5,2,1,0,61.5,1,1,2,0,36.77
6.01,0,2,0,0,0,0,90.8,5.1,76.2,3,6,1,72.0,0,1,2,2,48.36
5.75,0,2,1,1,1,0,8.0,5.5,54.0,0,6,0,80.3,3,1,0,0,83.81
5.33,1,3,1,0,0,1,61.5,6.4,91.8,1,5,0,73.8,2,1,0,0,88.6
9.91,0,1,0,1,0,1,79.0,8.8,45.7,2,6,0,98.1,2,1,1,0,71.41
6.76,1,2,0,0,1,0,32.7,8.1,55.2,3,6,1,99.0,1,1,2,1,49.19
7.67,3,3,1,1,0,0,99.2,7.8,92.4,2,1,0,66.5,2,1,0,2,84.82
5.65,2,2,1,0,0,1,7.8,7.8,95.0,0,2,1,50.1,2,0,0,3,0.0
8.01,5,3,1,0,1,0,44.6,5.0,91.9,0,6,1,67.7,2,0,0,3,0.0
8.81,0,1,0,0,0,0,81.6,8.1,49.2,0,4,1,43.4,0,0,0,3,0.0
5.31,4,3,1,1,0,0,97.9,7.3,68.6,2,6,0,96.3,2,1,1,3,64.77
5.36,5,3,0,1,1,0,35.3,4.4,80.9,0,2,1,40.8,2,0,0,3,0.0
7.77,0,1,1,0,0,0,62.2,5.3,47.7,3,1,0,56.1,1,1,2,1,45.72
8.14,5,2,1,1,0,0,39.0,4.7,86.8,2,1,0,57.2,2,1,0,0,86.36
9.54,3,2,1,0,0,1,3.0,8.6,94.4,2,3,0,76.8,2,1,0,1,78.5
8.48,0,2,1,0,1,0,82.5,6.1,60.3,0,4,2,62.6,2,1,0,0,83.57
5.34,2,3,1,1,0,0,72.4,9.1,64.3,0,2,1,60.0,2,0,0,3,0.0
5.09,2,1,0,0,0,0,58.5,8.6,62.6,0,5,2,49.6,0,0,0,3,0.0
6.41,5,2,0,1,0,0,48.1,9.2,90.7,3,5,2,94.6,1,1,2,2,48.78
7.86,1,2,0,0,1,0,70.6,6.2,71.9,3,1,0,59.8,1,1,2,3,52.6
5.79,0,3,0,1,0,1,28.6,9.6,94.9,0,4,2,68.2,2,0,0,3,0.0
8.15,2,1,1,0,0,1,22.0,7.5,77.5,0,1,1,45.4,2,1,0,1,81.92
7.92,2,2,0,0,1,0,59.4,9.6,68.0,1,3,3,66.0,1,0,0,3,0.0
5.96,1,1,0,1,0,0,38.0,7.6,80.3,1,5,0,66.6,1,1,2,2,45.83
5.14,1,2,1,1,0,0,64.6,7.9,96.4,0,4,0,64.3,2,1,1,1,58.19
7.99,3,1,1,1,1,0,15.0,6.7,53.7,0,5,0,73.6,3,1,0,1,82.34
5.75,3,2,1,1,1,0,39.1,9.6,47.4,0,5,1,82.9,3,1,0,0,76.03
6.98,3,3,1,0,0,0,14.8,8.2,57.4,0,3,0,47.0,1,0,0,3,0.0
7.88,4,1,1,1,1,0,34.5,9.0,54.3,1,4,0,83.6,3,1,1,1,53.46
9.89,5,3,1,0,0,0,49.2,4.3,70.2,0,4,0,41.0,1,0,0,3,0.0
7.37,1,1,1,1,0,1,75.6,4.5,49.2,0,1,0,50.1,3,1,0,1,89.33
9.64,2,3,1,0,1,0,64.1,6.2,78.2,2,2,0,72.4,2,1,1,1,59.35
8.87,3,1,0,0,0,0,37.9,6.4,65.2,1,4,0,50.3,0,1,2,1,45.66
7.77,2,1,1,0,0,0,42.2,6.7,56.3,0,2,0,36.7,1,1,2,2,41.8
5.68,4,2,1,0,1,0,61.3,6.8,55.4,1,4,0,67.3,2,1,1,1,56.09
9.39,1,1,1,0,1,0,65.4,4.7,94.3,0,3,0,49.6,2,1,1,0,49.23
6.34,3,2,1,1,1,0,38.3,7.9,51.7,0,4,0,70.0,3,1,0,0,75.51
5.3,3,3,1,0,1,0,70.2,5.1,79.3,2,5,0,78.0,2,1,1,0,59.29
6.53,4,1,0,1,0,1,82.0,8.0,99.3,0,1,1,45.3,2,1,0,2,92.34
6.6,4,1,1,1,0,0,66.0,6.0,79.2,1,6,0,80.4,2,1,0,2,86.31
7.89,5,3,1,0,0,0,34.8,4.1,87.9,1,1,0,36.9,1,1,2,0,38.52
9.81,5,3,1,0,1,1,59.1,9.2,70.9,2,5,0,103.7,3,1,1,1,72.22
8.67,5,1,1,1,1,0,44.2,8.9,96.0,0,5,1,84.2,3,1,0,1,88.25
8.61,1,1,1,0,1,1,57.9,9.6,94.5,2,6,0,106.0,3,1,0,0,78.74
5.33,0,3,1,1,0,1,37.3,5.8,91.7,1,4,0,77.7,3,1,0,3,79.38
7.16,4,3,0,0,0,0,12.5,8.0,52.5,1,4,0,55.5,0,0,0,3,0.0
9.53,5,2,1,1,1,0,24.4,8.7,66.5,1,6,0,95.3,3,1,0,0,78.46
9.32,4,2,0,1,0,0,64.8,8.6,67.7,0,6,0,64.6,1,1,2,3,51.65
8.88,3,1,1,1,0,0,24.0,4.2,62.8,1,1,1,48.1,2,1,0,1,80.02
9.51,4,1,0,0,0,1,74.9,5.3,48.7,0,3,0,40.9,1,1,2,2,52.07
8.27,3,1,1,1,1,0,60.8,9.1,95.1,0,3,0,71.8,3,1,0,0,72.09
8.53,3,1,1,0,0,0,53.2,7.7,64.2,2,3,0,67.8,1,1,2,1,50.29
9.67,4,1,1,0,1,0,76.6,4.5,97.3,1,2,0,53.8,2,1,1,1,53.24
7.69,3,3,0,1,1,0,26.9,4.7,75.8,0,6,2,65.3,2,0,0,3,0.0
6.38,3,3,1,0,1,0,72.5,5.4,70.2,0,1,0,40.2,2,0,0,3,0.0
9.69,2,2,1,1,1,1,73.6,5.7,81.2,1,4,0,84.7,4,1,0,1,81.72
5.69,3,2,0,1,1,0,32.3,7.4,61.4,3,6,1,105.5,2,1,1,2,53.21
5.16,5,3,1,0,1,0,29.9,7.7,71.5,0,2,0,56.1,2,0,0,3,0.0
6.18,3,3,0,0,0,0,99.3,7.5,74.0,0,4,2,44.7,0,0,0,3,0.0
8.12,2,2,1,1,0,0,57.5,8.3,64.4,0,5,0,74.0,2,1,0,2,88.85
8.54,5,1,1,0,0,1,70.3,8.8,95.1,1,3,0,73.1,2,1,1,3,53.99
7.54,3,1,1,0,1,0,17.2,4.5,82.6,1,5,0,68.5,2,1,0,1,73.13
6.16,5,3,1,0,0,0,37.1,6.0,62.5,0,1,0,29.4,1,0,0,3,0.0
6.28,3,3,1,0,1,1,34.3,8.2,79.4,0,4,0,77.0,3,1,0,2,78.21
5.7,5,2,0,0,0,1,76.0,9.1,84.6,3,3,0,83.5,1,1,2,2,43.06
5.58,4,2,1,1,0,0,39.3,7.7,85.8,1,3,0,66.8,2,1,0,3,66.1
8.03,3,2,1,0,0,0,72.2,8.5,83.4,0,6,1,63.7,1,1,2,0,41.01
8.3,3,1,0,0,0,0,58.5,10.0,73.6,1,2,0,50.1,0,1,2,3,48.63
7.72,2,3,1,1,0,1,2.5,9.7,44.2,1,6,0,96.9,3,1,1,2,55.26
6.52,1,3,1,1,0,1,32.3,9.8,67.5,0,4,0,82.6,3,1,0,1,81.91
5.06,3,3,0,1,0,1,67.6,4.2,44.7,2,1,1,57.9,2,1,0,3,87.85
9.03,0,3,0,0,0,0,99.1,6.4,80.2,0,2,0,26.8,0,1,2,2,45.68
8.22,4,3,1,1,1,0,31.5,9.1,93.9,0,2,0,64.9,3,1,1,1,64.09
7.68,3,2,1,1,0,0,13.7,9.9,41.0,3,1,0,82.9,2,1,1,0,61.33
8.48,3,1,0,1,0,0,93.5,7.8,69.0,1,5,1,73.0,1,1,2,1,51.61
6.87,3,3,1,1,0,1,52.2,4.7,87.8,1,2,0,65.9,3,1,0,1,80.0
5.71,3,1,1,0,0,1,16.0,9.4,73.6,0,4,0,72.0,2,1,0,0,64.34
5.67,2,3,1,1,0,1,98.1,4.7,41.1,2,3,0,77.3,3,1,0,1,81.25
9.3,1,3,1,0,0,0,94.9,4.5,82.6,0,6,0,51.4,1,1,2,2,47.28
5.5,0,1,1,0,1,1,70.0,6.8,94.5,1,5,1,85.7,3,1,1,3,70.85
5.98,1,2,1,1,1,0,71.5,9.9,67.8,2,4,0,100.4,3,1,0,2,92.06
8.54,5,3,1,0,1,0,28.2,9.6,41.6,0,1,1,56.7,2,1,1,3,62.58
6.33,1,3,1,0,0,0,50.5,5.8,43.2,1,2,0,45.7,1,0,0,3,0.0
6.73,5,1,1,0,0,1,63.8,7.4,74.2,1,2,0,59.5,2,1,1,3,54.02
9.72,5,2,1,0,0,1,34.4,5.9,55.7,0,4,1,53.5,2,1,1,2,56.37
7.6,4,2,0,0,0,0,19.3,4.2,74.0,1,4,2,46.5,0,0,0,3,0.0
5.43,5,3,0,0,0,1,25.8,9.2,53.5,1,4,0,67.1,1,1,2,1,42.1
7.38,4,1,1,0,0,0,20.2,5.7,40.2,1,1,3,40.4,1,0,0,3,0.0
6.15,4,3,1,0,0,0,37.5,6.5,73.5,3,3,2,70.1,1,1,2,2,40.55
5.96,3,2,1,1,0,1,64.0,8.7,54.4,1,6,0,92.6,3,1,1,0,53.14
5.06,1,2,1,1,0,0,42.8,8.6,50.9,0,2,0,57.3,2,1,0,0,77.51
5.5,1,1,1,1,1,0,2.5,4.6,75.2,0,5,1,71.3,3,1,0,2,65.81
8.61,4,1,1,1,1,0,31.1,7.4,78.3,0,3,0,65.3,3,1,0,2,75.08
5.81,5,2,1,1,1,0,53.5,9.5,88.1,2,4,0,99.4,3,1,0,2,72.87
5.79,3,2,1,1,1,0,96.5,4.0,59.5,1,1,0,56.4,3,1,0,3,71.72
7.94,5,1,1,1,0,0,68.0,9.8,60.9,0,1,0,56.7,2,1,0,3,73.1
6.29,4,1,0,1,0,0,99.0,6.2,62.0,2,4,0,70.3,1,1,2,3,45.92
8.18,3,2,0,0,0,1,35.6,4.0,40.4,1,5,0,58.2,1,1,2,3,39.34
9.91,0,3,0,1,1,0,77.8,9.9,45.3,2,6,1,97.3,2,1,0,2,92.07
6.48,4,3,1,1,0,1,1.2,6.9,70.3,0,5,0,76.1,3,1,1,0,57.03
8.65,5,3,1,1,1,0,6.8,7.4,61.3,1,6,0,93.9,3,1,0,1,72.02
7.04,0,1,1,0,0,0,50.1,5.6,64.5,0,1,0,32.6,1,1,2,1,36.24
8.54,0,3,1,0,0,0,10.6,7.9,98.1,1,2,0,49.7,1,1,2,0,38.11
6.64,0,1,0,0,0,0,0.0,8.8,58.9,1,4,2,58.7,0,0,0,3,0.0
6.05,0,3,0,1,0,0,92.0,6.3,72.6,2,4,0,72.8,1,1,2,0,51.64
6.99,2,1,0,1,0,0,1.0,7.6,79.5,0,3,0,45.9,1,1,2,2,39.44
9.92,0,2,1,1,1,0,53.6,5.4,67.9,0,3,2,59.9,3,0,0,3,0.0
9.54,4,1,0,1,1,0,83.0,6.0,87.7,0,2,0,50.2,2,1,1,0,66.87
9.73,5,3,1,1,1,0,32.3,8.0,45.2,3,5,0,113.2,3,1,1,1,65.77
7.25,3,3,1,0,0,0,33.6,7.7,63.2,2,5,0,74.2,1,1,2,0,44.23
5.91,0,1,0,1,0,0,5.4,6.6,43.6,0,3,0,45.0,1,0,0,3,0.0
5.67,2,2,0,0,1,1,11.6,5.3,45.4,2,6,0,88.2,2,1,0,0,65.04
5.55,3,1,1,0,0,0,90.7,6.8,48.6,0,5,1,53.6,1,1,2,3,47.6
7.68,5,1,1,1,0,1,81.4,5.4,83.0,0,1,0,53.4,3,1,3,0,113.81
5.86,3,1,1,0,0,0,38.1,5.7,95.0,0,6,0,60.9,1,1,2,2,43.49
6.99,1,2,0,0,0,0,9.2,7.4,63.0,0,6,1,50.9,0,0,0,3,0.0
5.83,2,3,1,1,0,0,1.9,8.0,97.4,0,3,3,62.5,2,0,0,3,0.0
6.64,3,3,0,1,1,0,76.5,7.5,46.6,1,4,2,68.3,2,1,1,1,52.09
6.81,1,1,0,1,0,1,67.6,6.5,79.0,2,6,0,90.2,2,1,0,2,87.25
6.65,0,3,0,1,0,0,97.3,7.0,91.4,0,2,0,38.0,1,1,2,2,39.92
7.61,3,3,1,0,0,1,70.7,6.2,40.8,1,4,1,71.7,2,0,0,3,0.0
8.04,1,3,1,1,0,0,89.7,4.9,81.2,0,2,0,43.9,2,1,0,0,74.56
8.16,3,3,1,0,1,0,34.3,6.7,53.0,0,3,1,52.5,2,1,0,0,73.59
7.82,2,3,1,0,0,0,49.3,5.3,76.9,0,2,0,36.8,1,0,0,3,0.0
5.51,5,3,1,1,1,0,57.2,4.7,52.0,0,2,0,50.4,3,1,1,0,50.33
9.69,4,3,0,1,0,1,30.7,9.2,60.8,2,1,0,69.2,2,1,0,3,95.78
8.47,5,3,1,0,1,0,37.0,5.9,97.5,0,5,0,60.7,2,1,1,3,57.72
6.22,3,1,1,1,0,0,36.5,4.3,94.0,3,6,0,88.0,2,1,1,1,66.53
7.62,1,2,1,0,1,1,14.2,7.0,41.5,0,6,1,81.7,3,1,0,1,76.61
6.89,0,1,0,0,0,0,39.4,6.3,57.2,3,1,0,50.6,0,1,2,2,48.45
9.12,3,3,0,0,0,0,39.7,6.2,64.7,2,1,0,41.2,0,0,0,3,0.0
6.4,0,3,1,0,1,1,13.6,8.9,95.7,0,1,0,60.2,3,0,0,3,0.0
7.42,4,3,0,1,0,0,6.9,8.5,75.1,2,1,1,55.8,1,0,0,3,0.0
9.24,3,2,1,0,1,0,36.4,7.9,88.6,0,6,0,73.9,2,1,0,2,65.28
7.62,2,2,0,1,1,0,51.8,8.3,50.3,1,4,0,74.8,2,1,0,1,74.44
8.21,0,3,0,1,1,0,34.3,9.1,87.1,3,4,0,101.3,2,1,0,1,91.76
8.14,1,2,1,1,1,0,28.1,5.6,46.0,1,1,0,58.8,3,1,0,0,71.05
7.3,0,2,1,0,0,1,74.6,9.3,66.4,0,3,0,66.0,2,1,1,0,64.2
7.53,5,3,1,0,0,0,17.5,5.4,64.5,1,6,0,61.8,1,0,0,3,0.0
5.06,2,1,0,1,0,1,2.0,9.1,81.8,1,3,1,74.2,2,1,0,2,71.23
8.61,1,2,1,1,0,0,2.9,4.2,44.8,0,3,0,49.8,2,0,0,3,0.0
9.64,2,2,0,0,1,1,67.1,4.2,96.3,2,2,0,63.2,2,1,0,2,90.99
8.49,4,1,0,0,0,1,73.7,4.1,43.6,3,4,0,72.2,1,1,2,0,43.19
7.38,2,3,1,0,0,0,84.1,8.1,92.8,2,2,1,61.1,1,1,2,3,43.21
5.56,3,1,0,1,0,1,10.4,7.5,99.9,0,4,0,60.2,2,1,1,1,60.07
6.41,3,1,0,1,0,0,52.4,8.1,53.1,1,2,3,55.8,1,0,0,3,0.0
6.24,1,2,0,0,1,1,94.2,6.5,76.1,1,2,0,59.3,2,1,0,0,94.46
7.13,3,2,1,1,0,0,31.4,7.6,74.8,3,6,0,105.7,2,1,0,2,83.23
5.27,5,2,1,1,0,1,69.5,5.3,87.8,1,6,1,88.2,3,1,1,0,58.9
8.17,5,3,0,0,1,0,17.4,6.9,45.5,2,1,1,57.9,1,0,0,3,0.0
6.9,0,1,0,0,0,1,88.9,6.9,95.7,0,5,0,51.1,1,1,2,0,49.73
6.45,2,1,0,0,0,1,86.6,8.5,78.8,2,4,1,80.4,1,1,2,1,44.25
5.22,2,1,0,1,1,0,36.6,5.9,48.9,1,3,0,66.8,2,1,1,0,61.32
5.58,3,3,1,0,0,0,13.1,7.7,81.3,2,3,0,68.2,1,1,2,1,40.94
7.03,5,3,1,1,1,0,92.4,6.1,77.3,0,4,0,70.0,3,1,1,3,62.79
6.96,4,3,1,0,1,1,32.7,6.9,82.4,2,2,1,78.4,3,1,1,2,75.32
5.12,2,3,1,0,1,0,94.3,9.6,90.4,0,4,2,72.4,2,1,1,0,70.24
8.97,1,1,0,1,0,0,72.1,5.0,49.5,1,5,2,63.6,1,1,2,0,40.34
9.05,3,1,0,1,0,0,85.3,9.3,99.8,3,1,0,68.5,1,1,2,3,43.76
7.53,4,2,1,0,0,0,1.6,4.5,70.3,0,5,0,44.5,1,0,0,3,0.0
6.79,3,2,0,0,0,0,80.0,9.1,51.6,0,4,1,47.7,0,0,0,3,0.0
9.49,4,3,1,1,0,0,44.6,5.1,63.8,0,5,1,62.7,2,1,0,0,62.95
7.34,4,1,1,0,0,0,16.5,7.7,66.4,2,4,0,77.2,1,1,2,0,45.65
5.78,0,1,1,0,0,1,5.6,8.3,60.0,3,4,0,95.8,2,1,0,2,86.4
5.89,3,3,1,0,0,0,47.2,5.8,55.6,2,4,1,71.1,1,0,0,3,0.0
9.06,0,2,0,1,0,0,9.6,5.9,41.9,1,2,1,43.2,1,0,0,3,0.0
7.04,5,1,1,0,1,0,72.1,5.3,92.7,1,4,0,61.0,2,1,0,1,67.08
8.92,2,2,0,1,0,1,3.7,7.5,40.2,0,6,0,74.3,2,1,0,0,66.67
5.76,2,1,0,0,0,0,63.5,5.5,60.3,2,3,3,53.8,0,0,0,3,0.0
9.15,0,3,1,1,0,0,24.7,7.2,57.5,0,5,0,61.6,2,1,1,1,54.76
7.28,4,3,1,1,1,1,1.0,5.1,65.4,2,6,0,107.5,4,1,0,2,89.63
9.13,3,2,0,1,0,0,43.4,7.3,48.1,1,1,3,43.9,1,0,0,3,0.0
5.22,1,3,0,1,1,1,11.2,5.4,96.7,0,6,0,75.0,3,1,1,2,65.77
6.95,0,2,0,0,0,0,87.4,9.9,89.0,2,6,1,81.5,0,1,2,2,44.11
5.29,1,3,1,1,0,0,58.2,6.9,56.4,0,1,0,50.5,2,1,1,2,68.72
5.99,2,2,1,0,0,0,62.3,6.8,77.7,1,2,0,53.4,1,1,2,2,40.88
5.98,0,3,0,1,0,0,94.2,4.1,60.0,0,1,0,29.6,1,1,2,0,42.23
8.66,0,3,0,1,1,0,67.5,8.3,65.9,2,5,0,87.1,2,1,0,0,90.36
5.43,1,1,0,1,1,1,49.1,4.7,57.6,0,4,0,60.5,3,1,1,0,56.44
5.34,4,1,1,1,0,1,36.7,4.4,84.3,3,4,1,96.9,3,1,0,0,92.24
6.11,2,3,1,0,0,0,16.9,7.5,62.4,1,2,0,54.1,1,1,2,0,41.79
7.42,3,3,1,0,0,0,39.1,4.3,93.8,1,6,0,66.3,1,1,2,2,41.72
7.95,2,1,0,1,0,0,76.3,5.3,48.6,1,6,0,61.0,1,1,2,1,44.94
6.32,2,1,0,1,0,1,20.4,7.7,78.6,1,6,1,78.7,2,1,0,2,68.2
9.1,5,3,1,0,1,0,26.0,6.9,43.7,0,5,2,69.8,2,0,0,3,0.0
5.71,5,1,0,0,0,0,67.4,7.5,57.5,2,6,1,76.4,0,1,2,1,38.73
8.24,5,2,1,1,0,1,1.2,6.7,55.1,1,1,0,64.4,3,1,1,0,53.64
8.87,2,1,0,1,1,0,90.9,7.6,75.5,0,2,0,52.7,2,1,0,0,72.67
5.71,5,1,0,1,0,0,55.3,5.6,60.6,0,2,1,32.8,1,0,0,3,0.0
5.68,4,1,1,1,0,0,61.5,5.4,68.8,0,5,0,64.9,2,1,1,0,52.54
5.38,5,2,1,0,0,0,74.2,4.4,66.9,2,2,2,51.3,1,0,0,3,0.0
8.67,5,2,0,1,0,1,37.7,5.2,93.9,2,5,0,84.6,2,1,1,2,68.23
5.32,4,1,0,1,0,1,78.3,5.4,81.9,0,1,1,38.5,2,1,1,3,63.87
6.06,1,1,0,0,0,0,88.6,7.8,54.5,2,1,0,47.0,0,1,2,2,48.52
5.72,3,1,1,0,1,1,26.4,5.3,47.9,0,1,1,51.3,3,1,0,2,83.16
6.76,3,2,0,1,0,0,92.7,6.9,85.9,1,4,1,56.5,1,1,2,1,45.41
7.08,1,3,1,1,0,1,48.6,9.8,87.8,1,3,1,89.3,3,1,0,3,76.94
8.28,5,2,0,1,0,1,27.2,9.7,76.7,2,6,0,99.8,2,1,0,0,90.55
5.77,2,1,0,1,0,0,40.3,9.0,41.6,0,1,0,38.5,1,0,0,3,0.0
9.77,1,3,1,1,0,0,8.9,10.0,85.3,1,3,0,72.1,2,1,0,2,90.23
7.13,3,3,1,0,0,1,62.5,5.8,78.6,3,2,0,75.6,2,1,0,1,77.39
7.02,0,3,1,0,1,0,62.4,5.7,63.6,1,6,1,80.0,2,1,0,3,80.02
6.08,0,2,0,0,0,0,76.2,6.6,97.1,0,2,0,24.9,0,0,0,3,0.0
6.1,2,3,1,1,1,0,5.6,5.2,93.9,1,1,0,56.9,3,0,0,3,0.0
9.29,1,3,0,1,0,0,19.5,7.8,42.6,3,3,0,82.8,1,1,2,3,51.62
6.57,3,1,1,1,1,0,10.2,4.6,57.6,0,2,2,56.5,3,0,0,3,0.0
7.51,4,1,1,0,1,0,10.7,4.9,42.8,0,6,0,64.5,2,1,0,0,73.31
7.35,2,2,1,1,0,1,19.2,7.2,40.5,0,4,0,66.6,3,1,1,1,67.13
9.58,1,3,1,0,1,0,18.8,8.8,65.0,3,1,0,80.2,2,1,1,0,66.59
6.73,2,2,0,0,0,0,70.3,7.3,73.3,1,4,0,52.5,0,1,2,3,41.48
8.08,0,1,1,1,1,1,38.2,5.4,44.3,0,3,0,72.3,4,1,0,3,84.92
8.67,0,2,0,0,0,0,82.8,6.1,86.0,0,6,0,45.9,0,1,2,3,44.25
8.6,3,1,1,1,0,0,62.3,7.5,60.3,0,2,1,54.3,2,1,1,0,62.44
9.1,2,3,1,1,0,0,90.6,5.9,87.8,3,3,2,84.3,2,1,0,1,79.18
8.76,5,1,0,1,0,0,97.0,4.8,93.3,2,6,0,78.7,1,1,2,3,45.11
8.2,1,1,0,0,1,0,14.1,8.2,89.3,0,3,0,51.9,1,0,0,3,0.0
6.39,2,3,1,1,1,0,53.1,5.2,78.4,0,3,1,56.7,3,1,1,2,64.94
7.24,2,3,0,1,0,1,3.2,5.4,60.7,1,5,0,67.9,2,1,0,3,67.29
7.06,3,3,1,1,0,1,29.9,6.4,63.8,1,6,0,92.1,3,1,0,3,83.12
6.25,4,3,0,1,1,0,93.8,6.2,96.5,1,2,3,55.7,2,0,0,3,0.0
9.88,4,3,1,0,0,1,44.7,7.8,70.6,0,4,0,67.0,2,1,1,1,66.67
8.64,3,2,1,0,0,0,39.1,5.8,75.9,1,2,0,51.7,1,1,2,2,40.72
6.11,2,1,1,0,0,0,79.5,5.3,68.2,0,1,0,26.9,1,1,2,3,45.62
6.23,3,3,1,0,0,1,50.9,4.0,53.1,3,3,0,80.7,2,1,0,0,92.39
5.46,5,3,1,0,1,0,47.3,8.5,55.5,0,4,0,69.8,2,1,0,1,76.21
7.53,4,3,1,1,0,0,74.9,5.5,88.0,2,4,2,73.1,2,1,0,2,74.76
9.82,1,3,1,1,1,0,26.6,6.6,90.2,2,3,0,83.3,3,1,0,3,75.01
7.73,0,3,0,1,1,0,46.6,4.4,75.8,1,1,1,52.2,2,0,0,3,0.0
8.54,5,2,1,0,0,0,93.0,9.3,95.2,3,5,0,91.9,1,1,2,0,48.76
6.19,5,1,0,0,1,1,12.9,5.3,84.8,0,5,0,57.8,2,1,0,3,64.21
8.84,4,2,0,0,0,1,34.1,5.5,74.8,2,1,0,48.7,1,1,2,3,45.82
7.6,0,3,0,0,0,1,80.2,4.8,42.8,0,5,1,47.6,1,0,0,3,0.0
6.98,0,3,0,1,0,0,17.4,6.7,85.7,0,3,0,47.1,1,0,0,3,0.0
9.84,5,2,1,0,0,1,73.4,9.8,55.2,0,3,3,67.2,2,1,1,0,61.5
6.31,3,3,1,0,0,0,96.0,4.4,70.1,3,6,0,82.2,1,1,2,2,48.96
8.23,0,1,1,1,1,0,60.1,4.8,47.0,1,1,0,60.8,3,1,1,1,54.52
8.91,5,3,1,1,0,0,81.7,10.0,78.0,1,5,0,82.7,2,1,0,2,74.08
6.36,4,3,0,0,0,1,59.1,8.9,42.5,3,4,0,86.2,1,1,2,1,44.34
5.5,3,3,1,0,0,0,28.1,4.4,57.6,0,1,0,27.5,1,0,0,3,0.0
5.03,2,2,1,0,0,0,98.4,5.9,76.3,0,2,1,39.0,1,0,0,3,0.0
8.71,5,3,0,1,1,1,15.0,9.4,60.5,1,1,0,72.5,3,1,1,3,68.1
8.09,4,1,1,0,1,0,3.2,5.2,58.2,0,2,3,41.0,2,0,0,3,0.0
5.49,1,2,0,1,0,1,51.4,5.3,69.6,0,5,0,65.5,2,1,1,0,64.0
9.3,5,3,1,0,0,0,80.9,4.8,42.4,2,1,0,46.7,1,1,2,0,40.59
9.64,3,3,0,1,1,0,13.2,4.3,78.6,1,3,0,58.9,2,1,0,0,70.95
7.62,0,3,0,0,0,0,37.1,5.8,49.4,1,4,0,49.9,0,1,2,2,46.48
